lead_id,original_message,service_type,issue_summary,urgency,customer_intent,timing_need,missing_info,lead_quality,priority_score,priority_level,routing_decision,routing_reason
L0186,Need help tomorrow. Bathroom sink is leaking under the cabinet.,Plumbing,Need help tomorrow. Bathroom sink is leaking under the cabinet.,Medium,Request service,Tomorrow,None,Medium,76,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0236,Need help tomorrow. Bathroom sink is leaking under the cabinet.,Plumbing,Need help tomorrow. Bathroom sink is leaking under the cabinet.,Medium,Request service,Tomorrow,None,Medium,76,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0286,Need help tomorrow. Bathroom sink is leaking under the cabinet.,Plumbing,Need help tomorrow. Bathroom sink is leaking under the cabinet.,Medium,Request service,Tomorrow,None,Medium,76,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0336,Need help tomorrow. Bathroom sink is leaking under the cabinet.,Plumbing,Need help tomorrow. Bathroom sink is leaking under the cabinet.,Medium,Request service,Tomorrow,None,Medium,76,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0386,Need help tomorrow. Bathroom sink is leaking under the cabinet.,Plumbing,Need help tomorrow. Bathroom sink is leaking under the cabinet.,Medium,Request service,Tomorrow,None,Medium,76,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0436,Need help tomorrow. Bathroom sink is leaking under the cabinet.,Plumbing,Need help tomorrow. Bathroom sink is leaking under the cabinet.,Medium,Request service,Tomorrow,None,Medium,76,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0486,Need help tomorrow. Bathroom sink is leaking under the cabinet.,Plumbing,Need help tomorrow. Bathroom sink is leaking under the cabinet.,Medium,Request service,Tomorrow,None,Medium,76,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0024,The lights flicker whenever the dryer starts. Can someone inspect it this week?,Electrical,The lights flicker whenever the dryer starts. Can someone inspect it this week?,Medium,Request service,This week,None,Medium,72,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0041,Can you install a dishwasher and check the kitchen plumbing connection this month?,Plumbing,Can you install a dishwasher and check the kitchen plumbing connection this month?,Medium,Book installation,This month,None,Medium,72,High,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0074,The lights flicker whenever the dryer starts. Can someone inspect it this week?,Electrical,The lights flicker whenever the dryer starts. Can someone inspect it this week?,Medium,Request service,This week,None,Medium,72,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0091,Can you install a dishwasher and check the kitchen plumbing connection this month?,Plumbing,Can you install a dishwasher and check the kitchen plumbing connection this month?,Medium,Book installation,This month,None,Medium,72,High,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0124,The lights flicker whenever the dryer starts. Can someone inspect it this week?,Electrical,The lights flicker whenever the dryer starts. Can someone inspect it this week?,Medium,Request service,This week,None,Medium,72,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0141,Can you install a dishwasher and check the kitchen plumbing connection this month?,Plumbing,Can you install a dishwasher and check the kitchen plumbing connection this month?,Medium,Book installation,This month,None,Medium,72,High,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0174,The lights flicker whenever the dryer starts. Can someone inspect it this week?,Electrical,The lights flicker whenever the dryer starts. Can someone inspect it this week?,Medium,Request service,This week,None,Medium,72,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0191,Can you install a dishwasher and check the kitchen plumbing connection this month?,Plumbing,Can you install a dishwasher and check the kitchen plumbing connection this month?,Medium,Book installation,This month,None,Medium,72,High,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0224,The lights flicker whenever the dryer starts. Can someone inspect it this week?,Electrical,The lights flicker whenever the dryer starts. Can someone inspect it this week?,Medium,Request service,This week,None,Medium,72,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0241,Can you install a dishwasher and check the kitchen plumbing connection this month?,Plumbing,Can you install a dishwasher and check the kitchen plumbing connection this month?,Medium,Book installation,This month,None,Medium,72,High,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0274,The lights flicker whenever the dryer starts. Can someone inspect it this week?,Electrical,The lights flicker whenever the dryer starts. Can someone inspect it this week?,Medium,Request service,This week,None,Medium,72,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0291,Can you install a dishwasher and check the kitchen plumbing connection this month?,Plumbing,Can you install a dishwasher and check the kitchen plumbing connection this month?,Medium,Book installation,This month,None,Medium,72,High,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0324,The lights flicker whenever the dryer starts. Can someone inspect it this week?,Electrical,The lights flicker whenever the dryer starts. Can someone inspect it this week?,Medium,Request service,This week,None,Medium,72,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0341,Can you install a dishwasher and check the kitchen plumbing connection this month?,Plumbing,Can you install a dishwasher and check the kitchen plumbing connection this month?,Medium,Book installation,This month,None,Medium,72,High,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0374,The lights flicker whenever the dryer starts. Can someone inspect it this week?,Electrical,The lights flicker whenever the dryer starts. Can someone inspect it this week?,Medium,Request service,This week,None,Medium,72,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0391,Can you install a dishwasher and check the kitchen plumbing connection this month?,Plumbing,Can you install a dishwasher and check the kitchen plumbing connection this month?,Medium,Book installation,This month,None,Medium,72,High,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0424,The lights flicker whenever the dryer starts. Can someone inspect it this week?,Electrical,The lights flicker whenever the dryer starts. Can someone inspect it this week?,Medium,Request service,This week,None,Medium,72,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0441,Can you install a dishwasher and check the kitchen plumbing connection this month?,Plumbing,Can you install a dishwasher and check the kitchen plumbing connection this month?,Medium,Book installation,This month,None,Medium,72,High,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0474,The lights flicker whenever the dryer starts. Can someone inspect it this week?,Electrical,The lights flicker whenever the dryer starts. Can someone inspect it this week?,Medium,Request service,This week,None,Medium,72,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0491,Can you install a dishwasher and check the kitchen plumbing connection this month?,Plumbing,Can you install a dishwasher and check the kitchen plumbing connection this month?,Medium,Book installation,This month,None,Medium,72,High,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0017,How much for a basic plumbing inspection before buying a house? Closing is in two weeks.,Plumbing,How much for a basic plumbing inspection before buying a house? Closing is in two weeks.,Medium,Request quote,Within two weeks,None,Medium,69,High,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0039,Outlet in the garage stopped working. Not urgent but would like a callback this week.,Electrical,Outlet in the garage stopped working. Not urgent but would like a callback this week.,High,Unclear,This week,None,Low,69,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0067,How much for a basic plumbing inspection before buying a house? Closing is in two weeks.,Plumbing,How much for a basic plumbing inspection before buying a house? Closing is in two weeks.,Medium,Request quote,Within two weeks,None,Medium,69,High,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0089,Outlet in the garage stopped working. Not urgent but would like a callback this week.,Electrical,Outlet in the garage stopped working. Not urgent but would like a callback this week.,High,Unclear,This week,None,Low,69,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0117,How much for a basic plumbing inspection before buying a house? Closing is in two weeks.,Plumbing,How much for a basic plumbing inspection before buying a house? Closing is in two weeks.,Medium,Request quote,Within two weeks,None,Medium,69,High,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0139,Outlet in the garage stopped working. Not urgent but would like a callback this week.,Electrical,Outlet in the garage stopped working. Not urgent but would like a callback this week.,High,Unclear,This week,None,Low,69,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0167,How much for a basic plumbing inspection before buying a house? Closing is in two weeks.,Plumbing,How much for a basic plumbing inspection before buying a house? Closing is in two weeks.,Medium,Request quote,Within two weeks,None,Medium,69,High,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0189,Outlet in the garage stopped working. Not urgent but would like a callback this week.,Electrical,Outlet in the garage stopped working. Not urgent but would like a callback this week.,High,Unclear,This week,None,Low,69,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0217,How much for a basic plumbing inspection before buying a house? Closing is in two weeks.,Plumbing,How much for a basic plumbing inspection before buying a house? Closing is in two weeks.,Medium,Request quote,Within two weeks,None,Medium,69,High,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0239,Outlet in the garage stopped working. Not urgent but would like a callback this week.,Electrical,Outlet in the garage stopped working. Not urgent but would like a callback this week.,High,Unclear,This week,None,Low,69,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0267,How much for a basic plumbing inspection before buying a house? Closing is in two weeks.,Plumbing,How much for a basic plumbing inspection before buying a house? Closing is in two weeks.,Medium,Request quote,Within two weeks,None,Medium,69,High,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0289,Outlet in the garage stopped working. Not urgent but would like a callback this week.,Electrical,Outlet in the garage stopped working. Not urgent but would like a callback this week.,High,Unclear,This week,None,Low,69,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0317,How much for a basic plumbing inspection before buying a house? Closing is in two weeks.,Plumbing,How much for a basic plumbing inspection before buying a house? Closing is in two weeks.,Medium,Request quote,Within two weeks,None,Medium,69,High,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0339,Outlet in the garage stopped working. Not urgent but would like a callback this week.,Electrical,Outlet in the garage stopped working. Not urgent but would like a callback this week.,High,Unclear,This week,None,Low,69,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0367,How much for a basic plumbing inspection before buying a house? Closing is in two weeks.,Plumbing,How much for a basic plumbing inspection before buying a house? Closing is in two weeks.,Medium,Request quote,Within two weeks,None,Medium,69,High,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0389,Outlet in the garage stopped working. Not urgent but would like a callback this week.,Electrical,Outlet in the garage stopped working. Not urgent but would like a callback this week.,High,Unclear,This week,None,Low,69,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0417,How much for a basic plumbing inspection before buying a house? Closing is in two weeks.,Plumbing,How much for a basic plumbing inspection before buying a house? Closing is in two weeks.,Medium,Request quote,Within two weeks,None,Medium,69,High,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0439,Outlet in the garage stopped working. Not urgent but would like a callback this week.,Electrical,Outlet in the garage stopped working. Not urgent but would like a callback this week.,High,Unclear,This week,None,Low,69,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0467,How much for a basic plumbing inspection before buying a house? Closing is in two weeks.,Plumbing,How much for a basic plumbing inspection before buying a house? Closing is in two weeks.,Medium,Request quote,Within two weeks,None,Medium,69,High,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0489,Outlet in the garage stopped working. Not urgent but would like a callback this week.,Electrical,Outlet in the garage stopped working. Not urgent but would like a callback this week.,High,Unclear,This week,None,Low,69,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0007,Do you install EV chargers? I want pricing for a garage installation this month.,Electrical,Do you install EV chargers? I want pricing for a garage installation this month.,Medium,Request quote,This month,None,Medium,66,High,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0057,Do you install EV chargers? I want pricing for a garage installation this month.,Electrical,Do you install EV chargers? I want pricing for a garage installation this month.,Medium,Request quote,This month,None,Medium,66,High,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0107,Do you install EV chargers? I want pricing for a garage installation this month.,Electrical,Do you install EV chargers? I want pricing for a garage installation this month.,Medium,Request quote,This month,None,Medium,66,High,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0157,Do you install EV chargers? I want pricing for a garage installation this month.,Electrical,Do you install EV chargers? I want pricing for a garage installation this month.,Medium,Request quote,This month,None,Medium,66,High,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0207,Do you install EV chargers? I want pricing for a garage installation this month.,Electrical,Do you install EV chargers? I want pricing for a garage installation this month.,Medium,Request quote,This month,None,Medium,66,High,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0257,Do you install EV chargers? I want pricing for a garage installation this month.,Electrical,Do you install EV chargers? I want pricing for a garage installation this month.,Medium,Request quote,This month,None,Medium,66,High,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0307,Do you install EV chargers? I want pricing for a garage installation this month.,Electrical,Do you install EV chargers? I want pricing for a garage installation this month.,Medium,Request quote,This month,None,Medium,66,High,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0357,Do you install EV chargers? I want pricing for a garage installation this month.,Electrical,Do you install EV chargers? I want pricing for a garage installation this month.,Medium,Request quote,This month,None,Medium,66,High,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0407,Do you install EV chargers? I want pricing for a garage installation this month.,Electrical,Do you install EV chargers? I want pricing for a garage installation this month.,Medium,Request quote,This month,None,Medium,66,High,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0457,Do you install EV chargers? I want pricing for a garage installation this month.,Electrical,Do you install EV chargers? I want pricing for a garage installation this month.,Medium,Request quote,This month,None,Medium,66,High,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0005,Need annual HVAC maintenance for two units sometime next week if you have openings.,HVAC,Need annual HVAC maintenance for two units sometime next week if you have openings.,Medium,Request maintenance,Next week,None,Medium,63,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0027,We need a move-out clean next week for a townhouse. Can you quote it?,Cleaning,We need a move-out clean next week for a townhouse. Can you quote it?,Medium,Request quote,Next week,None,Medium,63,High,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0038,The furnace tune-up reminder said to schedule maintenance. Any openings next week?,HVAC,The furnace tune-up reminder said to schedule maintenance. Any openings next week?,Medium,Request maintenance,Next week,None,Medium,63,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0055,Need annual HVAC maintenance for two units sometime next week if you have openings.,HVAC,Need annual HVAC maintenance for two units sometime next week if you have openings.,Medium,Request maintenance,Next week,None,Medium,63,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0077,We need a move-out clean next week for a townhouse. Can you quote it?,Cleaning,We need a move-out clean next week for a townhouse. Can you quote it?,Medium,Request quote,Next week,None,Medium,63,High,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0088,The furnace tune-up reminder said to schedule maintenance. Any openings next week?,HVAC,The furnace tune-up reminder said to schedule maintenance. Any openings next week?,Medium,Request maintenance,Next week,None,Medium,63,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0105,Need annual HVAC maintenance for two units sometime next week if you have openings.,HVAC,Need annual HVAC maintenance for two units sometime next week if you have openings.,Medium,Request maintenance,Next week,None,Medium,63,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0127,We need a move-out clean next week for a townhouse. Can you quote it?,Cleaning,We need a move-out clean next week for a townhouse. Can you quote it?,Medium,Request quote,Next week,None,Medium,63,High,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0138,The furnace tune-up reminder said to schedule maintenance. Any openings next week?,HVAC,The furnace tune-up reminder said to schedule maintenance. Any openings next week?,Medium,Request maintenance,Next week,None,Medium,63,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0155,Need annual HVAC maintenance for two units sometime next week if you have openings.,HVAC,Need annual HVAC maintenance for two units sometime next week if you have openings.,Medium,Request maintenance,Next week,None,Medium,63,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0177,We need a move-out clean next week for a townhouse. Can you quote it?,Cleaning,We need a move-out clean next week for a townhouse. Can you quote it?,Medium,Request quote,Next week,None,Medium,63,High,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0188,The furnace tune-up reminder said to schedule maintenance. Any openings next week?,HVAC,The furnace tune-up reminder said to schedule maintenance. Any openings next week?,Medium,Request maintenance,Next week,None,Medium,63,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0205,Need annual HVAC maintenance for two units sometime next week if you have openings.,HVAC,Need annual HVAC maintenance for two units sometime next week if you have openings.,Medium,Request maintenance,Next week,None,Medium,63,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0227,We need a move-out clean next week for a townhouse. Can you quote it?,Cleaning,We need a move-out clean next week for a townhouse. Can you quote it?,Medium,Request quote,Next week,None,Medium,63,High,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0238,The furnace tune-up reminder said to schedule maintenance. Any openings next week?,HVAC,The furnace tune-up reminder said to schedule maintenance. Any openings next week?,Medium,Request maintenance,Next week,None,Medium,63,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0255,Need annual HVAC maintenance for two units sometime next week if you have openings.,HVAC,Need annual HVAC maintenance for two units sometime next week if you have openings.,Medium,Request maintenance,Next week,None,Medium,63,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0277,We need a move-out clean next week for a townhouse. Can you quote it?,Cleaning,We need a move-out clean next week for a townhouse. Can you quote it?,Medium,Request quote,Next week,None,Medium,63,High,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0288,The furnace tune-up reminder said to schedule maintenance. Any openings next week?,HVAC,The furnace tune-up reminder said to schedule maintenance. Any openings next week?,Medium,Request maintenance,Next week,None,Medium,63,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0305,Need annual HVAC maintenance for two units sometime next week if you have openings.,HVAC,Need annual HVAC maintenance for two units sometime next week if you have openings.,Medium,Request maintenance,Next week,None,Medium,63,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0327,We need a move-out clean next week for a townhouse. Can you quote it?,Cleaning,We need a move-out clean next week for a townhouse. Can you quote it?,Medium,Request quote,Next week,None,Medium,63,High,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0338,The furnace tune-up reminder said to schedule maintenance. Any openings next week?,HVAC,The furnace tune-up reminder said to schedule maintenance. Any openings next week?,Medium,Request maintenance,Next week,None,Medium,63,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0355,Need annual HVAC maintenance for two units sometime next week if you have openings.,HVAC,Need annual HVAC maintenance for two units sometime next week if you have openings.,Medium,Request maintenance,Next week,None,Medium,63,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0377,We need a move-out clean next week for a townhouse. Can you quote it?,Cleaning,We need a move-out clean next week for a townhouse. Can you quote it?,Medium,Request quote,Next week,None,Medium,63,High,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0388,The furnace tune-up reminder said to schedule maintenance. Any openings next week?,HVAC,The furnace tune-up reminder said to schedule maintenance. Any openings next week?,Medium,Request maintenance,Next week,None,Medium,63,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0405,Need annual HVAC maintenance for two units sometime next week if you have openings.,HVAC,Need annual HVAC maintenance for two units sometime next week if you have openings.,Medium,Request maintenance,Next week,None,Medium,63,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0427,We need a move-out clean next week for a townhouse. Can you quote it?,Cleaning,We need a move-out clean next week for a townhouse. Can you quote it?,Medium,Request quote,Next week,None,Medium,63,High,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0438,The furnace tune-up reminder said to schedule maintenance. Any openings next week?,HVAC,The furnace tune-up reminder said to schedule maintenance. Any openings next week?,Medium,Request maintenance,Next week,None,Medium,63,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0455,Need annual HVAC maintenance for two units sometime next week if you have openings.,HVAC,Need annual HVAC maintenance for two units sometime next week if you have openings.,Medium,Request maintenance,Next week,None,Medium,63,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0477,We need a move-out clean next week for a townhouse. Can you quote it?,Cleaning,We need a move-out clean next week for a townhouse. Can you quote it?,Medium,Request quote,Next week,None,Medium,63,High,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0488,The furnace tune-up reminder said to schedule maintenance. Any openings next week?,HVAC,The furnace tune-up reminder said to schedule maintenance. Any openings next week?,Medium,Request maintenance,Next week,None,Medium,63,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0021,"Garbage disposal is jammed and the sink will not drain. Not an emergency, but would like help this week.",Plumbing,"Garbage disposal is jammed and the sink will not drain. Not an emergency, but would like hel...",Low,Request service,This week,None,Medium,62,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0071,"Garbage disposal is jammed and the sink will not drain. Not an emergency, but would like help this week.",Plumbing,"Garbage disposal is jammed and the sink will not drain. Not an emergency, but would like hel...",Low,Request service,This week,None,Medium,62,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0121,"Garbage disposal is jammed and the sink will not drain. Not an emergency, but would like help this week.",Plumbing,"Garbage disposal is jammed and the sink will not drain. Not an emergency, but would like hel...",Low,Request service,This week,None,Medium,62,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0171,"Garbage disposal is jammed and the sink will not drain. Not an emergency, but would like help this week.",Plumbing,"Garbage disposal is jammed and the sink will not drain. Not an emergency, but would like hel...",Low,Request service,This week,None,Medium,62,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0221,"Garbage disposal is jammed and the sink will not drain. Not an emergency, but would like help this week.",Plumbing,"Garbage disposal is jammed and the sink will not drain. Not an emergency, but would like hel...",Low,Request service,This week,None,Medium,62,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0271,"Garbage disposal is jammed and the sink will not drain. Not an emergency, but would like help this week.",Plumbing,"Garbage disposal is jammed and the sink will not drain. Not an emergency, but would like hel...",Low,Request service,This week,None,Medium,62,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0321,"Garbage disposal is jammed and the sink will not drain. Not an emergency, but would like help this week.",Plumbing,"Garbage disposal is jammed and the sink will not drain. Not an emergency, but would like hel...",Low,Request service,This week,None,Medium,62,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0371,"Garbage disposal is jammed and the sink will not drain. Not an emergency, but would like help this week.",Plumbing,"Garbage disposal is jammed and the sink will not drain. Not an emergency, but would like hel...",Low,Request service,This week,None,Medium,62,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0421,"Garbage disposal is jammed and the sink will not drain. Not an emergency, but would like help this week.",Plumbing,"Garbage disposal is jammed and the sink will not drain. Not an emergency, but would like hel...",Low,Request service,This week,None,Medium,62,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0471,"Garbage disposal is jammed and the sink will not drain. Not an emergency, but would like help this week.",Plumbing,"Garbage disposal is jammed and the sink will not drain. Not an emergency, but would like hel...",Low,Request service,This week,None,Medium,62,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0018,The AC is blowing warm air. We can do tomorrow afternoon if available.,HVAC,The AC is blowing warm air. We can do tomorrow afternoon if available.,Medium,Unclear,Tomorrow,None,Low,61,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0068,The AC is blowing warm air. We can do tomorrow afternoon if available.,HVAC,The AC is blowing warm air. We can do tomorrow afternoon if available.,Medium,Unclear,Tomorrow,None,Low,61,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0118,The AC is blowing warm air. We can do tomorrow afternoon if available.,HVAC,The AC is blowing warm air. We can do tomorrow afternoon if available.,Medium,Unclear,Tomorrow,None,Low,61,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0168,The AC is blowing warm air. We can do tomorrow afternoon if available.,HVAC,The AC is blowing warm air. We can do tomorrow afternoon if available.,Medium,Unclear,Tomorrow,None,Low,61,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0218,The AC is blowing warm air. We can do tomorrow afternoon if available.,HVAC,The AC is blowing warm air. We can do tomorrow afternoon if available.,Medium,Unclear,Tomorrow,None,Low,61,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0268,The AC is blowing warm air. We can do tomorrow afternoon if available.,HVAC,The AC is blowing warm air. We can do tomorrow afternoon if available.,Medium,Unclear,Tomorrow,None,Low,61,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0318,The AC is blowing warm air. We can do tomorrow afternoon if available.,HVAC,The AC is blowing warm air. We can do tomorrow afternoon if available.,Medium,Unclear,Tomorrow,None,Low,61,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0368,The AC is blowing warm air. We can do tomorrow afternoon if available.,HVAC,The AC is blowing warm air. We can do tomorrow afternoon if available.,Medium,Unclear,Tomorrow,None,Low,61,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0418,The AC is blowing warm air. We can do tomorrow afternoon if available.,HVAC,The AC is blowing warm air. We can do tomorrow afternoon if available.,Medium,Unclear,Tomorrow,None,Low,61,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0468,The AC is blowing warm air. We can do tomorrow afternoon if available.,HVAC,The AC is blowing warm air. We can do tomorrow afternoon if available.,Medium,Unclear,Tomorrow,None,Low,61,High,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0031,Need post-construction clean after a small renovation. Flexible timing this month.,Cleaning,Need post-construction clean after a small renovation. Flexible timing this month.,Low,Book installation,This month,None,Medium,56,Medium,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0050,Need cleaning after a tenant moved out. The property manager wants it completed tomorrow.,Cleaning,Need cleaning after a tenant moved out. The property manager wants it completed tomorrow.,Medium,Unclear,Tomorrow,None,Low,56,Medium,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0081,Need post-construction clean after a small renovation. Flexible timing this month.,Cleaning,Need post-construction clean after a small renovation. Flexible timing this month.,Low,Book installation,This month,None,Medium,56,Medium,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0100,Need cleaning after a tenant moved out. The property manager wants it completed tomorrow.,Cleaning,Need cleaning after a tenant moved out. The property manager wants it completed tomorrow.,Medium,Unclear,Tomorrow,None,Low,56,Medium,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0131,Need post-construction clean after a small renovation. Flexible timing this month.,Cleaning,Need post-construction clean after a small renovation. Flexible timing this month.,Low,Book installation,This month,None,Medium,56,Medium,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0150,Need cleaning after a tenant moved out. The property manager wants it completed tomorrow.,Cleaning,Need cleaning after a tenant moved out. The property manager wants it completed tomorrow.,Medium,Unclear,Tomorrow,None,Low,56,Medium,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0181,Need post-construction clean after a small renovation. Flexible timing this month.,Cleaning,Need post-construction clean after a small renovation. Flexible timing this month.,Low,Book installation,This month,None,Medium,56,Medium,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0200,Need cleaning after a tenant moved out. The property manager wants it completed tomorrow.,Cleaning,Need cleaning after a tenant moved out. The property manager wants it completed tomorrow.,Medium,Unclear,Tomorrow,None,Low,56,Medium,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
